0.0021817, -0.0972424, 0.0850734, 0.0000000, 0.0674952, 0.0000000 
0.0021817, -0.0972424, 0.0850734, 0.0000000, 0.0674952, 0.0000000 
0.0021817, -0.0972424, 0.0850734, 0.0061359, 0.0736311, 0.0000000 
0.0021576, -0.0967228, 0.0857972, 0.0061359, 0.0306796, 0.0000000 
0.0016245, -0.0963197, 0.0858860, 0.0061359, -0.0490874, 0.0061359 
0.0016476, -0.0963439, 0.0857439, 0.0061359, -0.0490874, 0.0061359 
0.0030916, -0.0984511, 0.0855774, 0.0061359, -0.0490874, 0.0061359 
0.0025971, -0.0983717, 0.0856956, 0.0000000, -0.0613592, 0.0000000 
0.0025971, -0.0983717, 0.0856956, 0.0000000, -0.0613592, 0.0000000 
0.0044100, -0.1006305, 0.0856393, 0.0184078, -0.0552233, 0.0000000 
0.0044100, -0.1006305, 0.0856393, 0.0245437, -0.0306796, 0.0122718 
0.0049972, -0.1015974, 0.0853213, 0.0184078, -0.0306796, 0.0122718 
0.0054451, -0.1023447, 0.0852326, 0.0184078, -0.0306796, 0.0122718 
0.0054451, -0.1023447, 0.0852326, 0.0184078, -0.0306796, 0.0122718 
0.0056001, -0.1018790, 0.0846161, 0.0245437, -0.0368155, 0.0184078 
0.0062027, -0.1025279, 0.0845078, 0.0245437, -0.0368155, 0.0184078 
0.0063608, -0.1019783, 0.0843816, 0.0184078, -0.0368155, 0.0245437 
0.0063608, -0.1019783, 0.0843816, 0.0184078, -0.0368155, 0.0184078 
0.0060151, -0.1002329, 0.0841914, 0.0184078, -0.0429515, 0.0184078 
0.0060151, -0.1002329, 0.0841914, 0.0184078, -0.0429515, 0.0184078 
0.0060151, -0.1002329, 0.0841914, 0.0184078, -0.0368155, 0.0245437 
0.0054663, -0.1001879, 0.0837150, 0.0184078, -0.0368155, 0.0245437 
0.0049219, -0.1002882, 0.0837072, 0.0122718, -0.0368155, 0.0184078 
0.0049219, -0.1002882, 0.0837072, 0.0122718, -0.0368155, 0.0184078 
0.0067224, -0.1015679, 0.0823577, 0.0184078, -0.0368155, 0.0184078 
0.0067224, -0.1015679, 0.0823577, 0.0184078, -0.0368155, 0.0184078 
0.0067514, -0.1024493, 0.0829657, 0.0184078, -0.0368155, 0.0184078 
0.0067228, -0.1023996, 0.0833983, 0.0184078, -0.0368155, 0.0184078 
0.0076335, -0.1040168, 0.0836468, 0.0184078, -0.0368155, 0.0184078 
0.0076335, -0.1040168, 0.0836468, 0.0184078, -0.0368155, 0.0184078 
0.0073177, -0.1037088, 0.0834906, 0.0184078, -0.0368155, 0.0184078 
0.0077322, -0.1051962, 0.0836111, 0.0184078, -0.0368155, 0.0122718 
0.0059471, -0.1033878, 0.0844948, 0.0184078, -0.0368155, 0.0184078 
0.0059471, -0.1033878, 0.0844948, 0.0184078, -0.0368155, 0.0184078 
0.0055538, -0.1031411, 0.0840637, 0.0184078, -0.0306796, 0.0061359 
0.0053276, -0.1026997, 0.0842041, 0.0184078, -0.0368155, 0.0122718 
0.0053276, -0.1026997, 0.0842041, 0.0184078, -0.0368155, 0.0122718 
0.0053276, -0.1026997, 0.0842041, 0.0184078, -0.0368155, 0.0184078 
0.0053707, -0.1030420, 0.0839127, 0.0184078, -0.0368155, 0.0184078 
0.0050315, -0.1027678, 0.0840443, 0.0184078, -0.0368155, 0.0184078 
0.0059811, -0.1044834, 0.0836009, 0.0184078, -0.0368155, 0.0184078 
0.0059097, -0.1044397, 0.0833991, 0.0184078, -0.0368155, 0.0184078 
0.0059097, -0.1044397, 0.0833991, 0.0184078, -0.0368155, 0.0184078 
0.0060195, -0.1043771, 0.0833979, 0.0184078, -0.0429515, 0.0184078 
0.0060719, -0.1049165, 0.0836824, 0.0184078, -0.0429515, 0.0184078 
0.0060719, -0.1049165, 0.0836824, 0.0184078, -0.0368155, 0.0245437 
0.0058540, -0.1043642, 0.0836361, 0.0184078, -0.0368155, 0.0245437 
0.0058540, -0.1043642, 0.0836361, 0.0184078, -0.0368155, 0.0245437 
0.0065926, -0.1048851, 0.0834478, 0.0184078, -0.0429515, 0.0184078 
0.0053280, -0.1043002, 0.0837924, 0.0184078, -0.0368155, 0.0184078 
0.0053280, -0.1043002, 0.0837924, 0.0184078, -0.0368155, 0.0184078 
0.0053280, -0.1043002, 0.0837924, 0.0184078, -0.0368155, 0.0184078 
0.0046367, -0.1036645, 0.0834190, 0.0184078, -0.0368155, 0.0184078 
0.0046367, -0.1036645, 0.0834190, 0.0184078, -0.0368155, 0.0184078 
