-0.0199967, -0.0165789, -0.0140514, -0.0245437, 0.0613592, -0.0245437 
-0.0199967, -0.0165789, -0.0140514, -0.0245437, 0.0613592, -0.0245437 
-0.0226773, -0.0133401, -0.0146679, -0.0245437, 0.0613592, -0.1411262 
-0.0238451, -0.0123823, -0.0155928, -0.0306796, 0.0552233, -0.0245437 
-0.0238451, -0.0123823, -0.0155928, -0.0306796, 0.0552233, -0.0245437 
-0.0228806, -0.0128520, -0.0166692, -0.0245437, 0.0736311, -0.0245437 
-0.0177589, -0.0208120, -0.0168658, -0.0245437, 0.0736311, -0.0245437 
-0.0177589, -0.0208120, -0.0168658, -0.0245437, 0.0736311, -0.0245437 
-0.0177589, -0.0208120, -0.0168658, -0.0245437, 0.0490874, -0.0245437 
-0.0172959, -0.0207650, -0.0174340, -0.0245437, 0.0490874, -0.0245437 
-0.0188130, -0.0188436, -0.0176566, -0.0245437, 0.0490874, -0.0245437 
-0.0188130, -0.0188436, -0.0176566, -0.0245437, 0.0490874, -0.0245437 
-0.0166218, -0.0212144, -0.0180168, -0.0245437, 0.0490874, -0.0245437 
-0.0166218, -0.0212144, -0.0180168, -0.0245437, 0.0490874, -0.0245437 
-0.0152601, -0.0222548, -0.0182050, -0.0245437, 0.0490874, -0.0245437 
-0.0151979, -0.0215352, -0.0181396, -0.0245437, 0.0490874, -0.0245437 
-0.0151979, -0.0215352, -0.0181396, -0.0245437, 0.0490874, -0.0245437 
-0.0146241, -0.0221264, -0.0182996, -0.0245437, 0.0490874, -0.0245437 
-0.0145853, -0.0220183, -0.0182489, -0.0245437, 0.0490874, -0.0245437 
-0.0142695, -0.0221398, -0.0183239, -0.0245437, 0.0490874, -0.0245437 
-0.0147612, -0.0221022, -0.0185300, -0.0245437, 0.0490874, -0.0245437 
-0.0147612, -0.0221022, -0.0185300, -0.0245437, 0.0490874, -0.0245437 
-0.0154243, -0.0209285, -0.0186236, -0.0245437, 0.0429515, -0.0245437 
-0.0166286, -0.0204455, -0.0183914, -0.0245437, 0.0490874, -0.0245437 
-0.0159328, -0.0215376, -0.0185828, -0.0245437, 0.0490874, -0.0245437 
-0.0161287, -0.0213982, -0.0184131, -0.0245437, 0.0490874, -0.0245437 
-0.0156283, -0.0240731, -0.0169078, -0.0245437, 0.0490874, -0.0245437 
-0.0204229, -0.0182465, -0.0151492, -0.0245437, 0.0490874, -0.0245437 
-0.0204229, -0.0182465, -0.0151492, -0.0245437, 0.0490874, -0.0245437 
-0.0200652, -0.0198701, -0.0142911, -0.0245437, 0.0490874, -0.0245437 
-0.0208878, -0.0192553, -0.0128058, -0.0245437, 0.0490874, -0.0245437 
-0.0205287, -0.0201736, -0.0127743, -0.0245437, 0.0490874, -0.0245437 
-0.0205287, -0.0201736, -0.0127743, -0.0245437, 0.0490874, -0.0245437 
-0.0224869, -0.0180903, -0.0121868, -0.0245437, 0.0490874, -0.0245437 
-0.0206801, -0.0200821, -0.0119792, -0.0245437, 0.0490874, -0.0245437 
-0.0206801, -0.0200821, -0.0119792, -0.0184078, 0.0490874, -0.0245437 
-0.0205871, -0.0208328, -0.0112686, -0.0245437, 0.0490874, -0.0245437 
-0.0205871, -0.0208328, -0.0112686, -0.0245437, 0.0490874, -0.0245437 
-0.0194528, -0.0216664, -0.0118629, -0.0245437, 0.0490874, -0.0245437 
-0.0193870, -0.0217279, -0.0110985, -0.0245437, 0.0490874, -0.0245437 
-0.0191436, -0.0212990, -0.0111738, -0.0245437, 0.0490874, -0.0245437 
-0.0191436, -0.0212990, -0.0111738, -0.0245437, 0.0490874, -0.0245437 
-0.0191436, -0.0212990, -0.0111738, -0.0245437, 0.0490874, -0.0245437 
-0.0197108, -0.0203249, -0.0116449, -0.0245437, 0.0429515, -0.0245437 
-0.0197108, -0.0203249, -0.0116449, -0.0245437, 0.0490874, -0.0245437 
-0.0201555, -0.0195603, -0.0117736, -0.0245437, 0.0490874, -0.0245437 
-0.0189708, -0.0198849, -0.0126018, -0.0245437, 0.0490874, -0.0245437 
-0.0180723, -0.0210462, -0.0127564, -0.0245437, 0.0490874, -0.0245437 
-0.0194468, -0.0192435, -0.0126618, -0.0245437, 0.0490874, -0.0245437 
-0.0194468, -0.0192435, -0.0126618, -0.0245437, 0.0490874, -0.0245437 
-0.0190942, -0.0200728, -0.0128281, -0.0245437, 0.0490874, -0.0245437 
-0.0200397, -0.0193026, -0.0127037, -0.0245437, -0.1165825, -0.0245437 
-0.0200397, -0.0193026, -0.0127037, -0.0245437, -0.1165825, -0.0245437 
-0.0192418, -0.0207724, -0.0127862, -0.0306796, 0.0552233, -0.0245437 
-0.0191354, -0.0208355, -0.0122471, -0.0245437, 0.0552233, -0.0245437 
-0.0195364, -0.0196722, -0.0131713, -0.0245437, 0.0552233, -0.0245437 
-0.0190653, -0.0204702, -0.0127924, -0.0245437, 0.0490874, -0.0245437 
-0.0189280, -0.0206647, -0.0133827, -0.0245437, 0.0490874, -0.0245437 
-0.0189280, -0.0206647, -0.0133827, -0.0245437, 0.0552233, -0.0245437 
-0.0182570, -0.0210273, -0.0133835, -0.0245437, 0.0552233, -0.0245437 
-0.0186898, -0.0197840, -0.0138444, -0.0245437, 0.0552233, -0.0245437 
-0.0210442, -0.0165433, -0.0140433, -0.0245437, 0.0490874, -0.0245437 
-0.0188519, -0.0189745, -0.0142852, -0.0245437, 0.0490874, -0.0245437 
-0.0189635, -0.0189429, -0.0136238, -0.0245437, 0.0490874, -0.0245437 
-0.0189635, -0.0189429, -0.0136238, -0.0245437, 0.0490874, -0.0245437 
-0.0186965, -0.0193752, -0.0130975, -0.0245437, 0.0490874, -0.0245437 
-0.0194259, -0.0184176, -0.0129471, -0.0245437, 0.0490874, -0.0245437 
-0.0193242, -0.0182491, -0.0122153, -0.0245437, 0.0490874, -0.0245437 
-0.0189604, -0.0190085, -0.0119767, -0.0245437, 0.0552233, -0.0245437 
-0.0199469, -0.0175054, -0.0116367, -0.0245437, 0.0490874, -0.0245437 
-0.0194998, -0.0179564, -0.0112177, -0.0245437, 0.0490874, -0.0245437 
-0.0193530, -0.0176829, -0.0109527, -0.0245437, 0.0490874, -0.0245437 
-0.0198012, -0.0171097, -0.0108071, -0.0429515, 0.0490874, -0.0245437 
